"eta","sigma","run","Original_Train_ARI","Original_Train_NMI","Inductive_Train_ARI","Inductive_Train_NMI","Between_Methods_ARI","Between_Methods_NMI","Delta_Train_ARI","Delta_Train_NMI","Inductive_Test_ARI","Inductive_Test_NMI","Inductive_Test_Margin","Test_Minus_Train_ARI","Test_Minus_Train_NMI","Time_Original","Time_Inductive_Fit","Time_Inductive_Predict"
10,5,12,0.68396550249725,0.688229886957806,0.68396550249725,0.688229886957806,1,1,0,0,0.628788299920659,0.712576175535135,0.130037914086882,-0.0551772025765915,0.0243462885773289,0.635999999999967,1.54500000000007,3.13800000000003
10,5,13,0.705691542519182,0.739764900938212,0.705691542519182,0.739764900938212,1,1,0,0,0.746942156094242,0.755907220289035,0.148088924908425,0.0412506135750605,0.0161423193508223,0.552000000000021,1.54000000000008,3.13599999999997
10,5,14,0.720838160264178,0.717595556689115,0.720838160264178,0.717595556689115,1,1,0,0,0.565818127205827,0.621022805404588,0.129339623332641,-0.155020033058351,-0.0965727512845266,0.538000000000011,1.54600000000005,3.21600000000001
10,5,15,0.696093503973039,0.717055373410082,0.696093503973039,0.717055373410082,1,1,0,0,0.600497785959064,0.635761862579965,0.147127546296296,-0.0955957180139754,-0.0812935108301177,0.548000000000002,1.54700000000003,3.13900000000001
10,5,16,0.586352318991941,0.617472593083468,0.586352318991941,0.617472593083468,1,1,0,0,0.752285151979007,0.774848057293272,0.120808283885956,0.165932832987066,0.157375464209804,0.544999999999959,1.54399999999998,3.125
10,5,17,0.404462731894637,0.485584558970102,0.404462731894637,0.485584558970102,1,1,0,0,0.61021606282188,0.609291070730704,0.131813461152122,0.205753330927243,0.123706511760602,0.534999999999968,1.6389999999999,3.13499999999999
10,5,18,0.565743486289663,0.60232736639355,0.565743486289663,0.60232736639355,1,1,0,0,0.770719448690381,0.798376532943563,0.115422264668276,0.204975962400718,0.196049166550013,0.548000000000002,1.55200000000002,3.13800000000003
10,5,19,0.536775315886199,0.599568421113817,0.536775315886199,0.599568421113817,1,1,0,0,0.871414368483174,0.866269182832031,0.172400223214286,0.334639052596975,0.266700761718213,0.548000000000002,1.54499999999996,3.13199999999995
10,5,20,0.664574892474625,0.684976207407495,0.664574892474625,0.684976207407495,1,1,0,0,0.81679090521628,0.834408421612641,0.128756180320105,0.152216012741655,0.149432214205146,0.538000000000011,1.54900000000009,3.13099999999997
10,7,1,0.291164233619635,0.309538127776408,0.291164233619635,0.309538127776408,1,1,0,0,0.282337732959993,0.376977022089079,0.115607598039216,-0.00882650065964141,0.0674388943126705,0.548000000000002,1.548,3.14300000000003
10,7,2,0.391912953825935,0.42558727504307,0.391912953825935,0.42558727504307,1,1,0,0,0.501374252245102,0.501283719403667,0.103026599881254,0.109461298419167,0.0756964443605978,0.550999999999931,1.548,3.14499999999998
10,7,3,0.347338501075332,0.394347527330411,0.347338501075332,0.394347527330411,1,1,0,0,0.489225180570526,0.552609637938977,0.107619894809776,0.141886679495195,0.158262110608566,0.538999999999987,1.54999999999995,3.13999999999999
10,7,4,0.251801219809174,0.320995775293305,0.251801219809174,0.320995775293305,1,1,0,0,0.325327884580479,0.389037890721099,0.107041458184948,0.0735266647713044,0.0680421154277935,0.550999999999931,1.54899999999998,3.13999999999999
