"run","visit","cluster","feature","incremental_importance"
8,6,4,"y5",-0.00518441316882468
8,7,1,"y1",-0.0066276605348693
8,7,1,"y2",0.00416370070591932
8,7,1,"y3",0.0336141088285988
8,7,1,"y4",0.00725364575568954
8,7,1,"y5",-0.00412047116846437
8,7,2,"y1",-0.0290105214000094
8,7,2,"y2",-0.00988004903879269
8,7,2,"y3",-0.0250768409366041
8,7,2,"y4",-0.00611626104539187
8,7,2,"y5",-0.013150675691284
8,7,3,"y1",-0.00627503128427476
8,7,3,"y2",-0.00619389768894951
8,7,3,"y3",-0.00948695333294247
8,7,3,"y4",-0.00810230469572504
8,7,3,"y5",0.00178761908091063
8,7,4,"y1",0.005296353941735
8,7,4,"y2",0.0022337378400441
8,7,4,"y3",-0.0141784720099885
8,7,4,"y4",-0.0216191295882954
8,7,4,"y5",0.00426717824845957
8,8,1,"y1",0.0147355057712264
8,8,1,"y2",0.00399028829882364
8,8,1,"y3",0.00536955256336002
8,8,1,"y4",0.00155026239096878
8,8,1,"y5",-0.00705028325232981
8,8,2,"y1",0.0716605509210968
8,8,2,"y2",-0.0059511821364957
8,8,2,"y3",0.0239286898426284
8,8,2,"y4",0.00112034294285623
8,8,2,"y5",0.0106077254754203
8,8,3,"y1",-0.00651856807907836
8,8,3,"y2",-0.00360935506591697
8,8,3,"y3",0.0387276598684128
8,8,3,"y4",0.00142408458843468
8,8,3,"y5",0.00329984429382324
8,8,4,"y1",0.00279621466307001
8,8,4,"y2",0.00113670800875498
8,8,4,"y3",0.0099579619215675
8,8,4,"y4",0.00933506647235571
8,8,4,"y5",0.0161444121720359
8,9,1,"y1",0.000433691998383168
8,9,1,"y2",0.00200381318622389
8,9,1,"y3",0.00435655390538214
8,9,1,"y4",0.0191022082114083
8,9,1,"y5",0.0117703217782019
8,9,2,"y1",-0.0291053221880637
8,9,2,"y2",-0.00196559419416742
8,9,2,"y3",-0.00501019630010568
8,9,2,"y4",-0.0161061596055208
8,9,2,"y5",-0.013063951475245
8,9,3,"y1",-0.00038326467049421
8,9,3,"y2",-0.0033848096048994
8,9,3,"y3",-0.00453872171062097
8,9,3,"y4",0.00223441626816479
8,9,3,"y5",0.0110174401473883
8,9,4,"y1",0.000676488029496269
8,9,4,"y2",-0.0116738440859355
8,9,4,"y3",-0.0217223189498204
8,9,4,"y4",-0.000700784311479685
8,9,4,"y5",-0.00462702065182885
8,10,1,"y1",-0.00706586147889032
8,10,1,"y2",0.00401741618960638
8,10,1,"y3",0.0123853819976895
8,10,1,"y4",-0.00528660400950876
8,10,1,"y5",0.00431924894078672
8,10,2,"y1",0.0221778964622872
8,10,2,"y2",-0.00140347600505164
8,10,2,"y3",0.00761014831868057
8,10,2,"y4",-0.0071732793897612
8,10,2,"y5",-0.00890058640460678
8,10,3,"y1",-0.0205587933209183
8,10,3,"y2",0.0116150977736197
8,10,3,"y3",0.00202570416301284
8,10,3,"y4",0.00997144691647212
8,10,3,"y5",0.0106910693039582
8,10,4,"y1",-0.00410720929582975
8,10,4,"y2",0.00146713692718514
8,10,4,"y3",0.00360726270361533
8,10,4,"y4",-0.0099960264044503
8,10,4,"y5",-0.00660187522193934
9,1,1,"y1",0.861457153418314
9,1,1,"y2",0.944481432926568
9,1,1,"y3",0.807261452853737
9,1,1,"y4",0.818237902286768
9,1,1,"y5",0.738174495036281
9,1,2,"y1",0.870861082136096
9,1,2,"y2",0.828737195927642
9,1,2,"y3",0.898625495784501
9,1,2,"y4",0.809013662092861
9,1,2,"y5",0.675493954751471
9,1,3,"y1",0.90044031814093
9,1,3,"y2",0.812815665583583
9,1,3,"y3",0.794390857325669
9,1,3,"y4",0.787791861741802
9,1,3,"y5",0.658598284249931
9,1,4,"y1",0.753610824044978
9,1,4,"y2",0.721528155862417
9,1,4,"y3",0.6892372873414
9,1,4,"y4",0.993943296844157
9,1,4,"y5",0.635755814614261
9,2,1,"y1",-0.0390796462341195
9,2,1,"y2",0.0160155332086372
9,2,1,"y3",-0.0420639198930034
9,2,1,"y4",-0.022508058351901
9,2,1,"y5",-0.0745623497342849
9,2,2,"y1",0.00369426126411343
9,2,2,"y2",0.117279761614996
9,2,2,"y3",-0.150230621180126
9,2,2,"y4",-0.0245596213892036
9,2,2,"y5",-0.0265516636804836
9,2,3,"y1",0.0308602376073992
9,2,3,"y2",0.119685090151808
9,2,3,"y3",0.0951687563104004
9,2,3,"y4",0.00650743516201435
9,2,3,"y5",0.0140258646517311
9,2,4,"y1",0.0725855175916943
9,2,4,"y2",0.034977686234959
9,2,4,"y3",0.0515295840306178
9,2,4,"y4",-0.0258287681202982
9,2,4,"y5",-0.0123231162979212
9,3,1,"y1",0.0432504470943817
9,3,1,"y2",0.00997881989062721
9,3,1,"y3",0.0367726045780363
9,3,1,"y4",-0.0905414610105949
9,3,1,"y5",-0.00866066786777742
9,3,2,"y1",0.0043856339684637
9,3,2,"y2",-0.00198675406221038
9,3,2,"y3",0.0580159305344096
9,3,2,"y4",0.0539309550619338
9,3,2,"y5",0.0235368541356189
9,3,3,"y1",0.0130665463890973
9,3,3,"y2",0.0323788727832584
9,3,3,"y3",-0.00253357768927565
9,3,3,"y4",-0.00959671595442702
9,3,3,"y5",0.00538209232564624
9,3,4,"y1",0.0759956719852228
9,3,4,"y2",0.0321360382504076
9,3,4,"y3",0.115866750193994
9,3,4,"y4",0.0143804052811514
9,3,4,"y5",0.00214533572925946
9,4,1,"y1",0.0313488151741421
9,4,1,"y2",-0.0023470967365129
9,4,1,"y3",0.0138194835818874
9,4,1,"y4",0.0647082968614825
9,4,1,"y5",0.0182527607698162
9,4,2,"y1",0.0412180607445428
9,4,2,"y2",-0.0589947917006439
9,4,2,"y3",-0.0221110440401447
9,4,2,"y4",-0.0341604120886395
9,4,2,"y5",-0.0491425936147298
9,4,3,"y1",-0.00915994451552549
9,4,3,"y2",0.00917762675288336
9,4,3,"y3",0.0215922931078958
9,4,3,"y4",0.00697343575736975
9,4,3,"y5",-0.00288629855932576
9,4,4,"y1",0.0176800393738706
9,4,4,"y2",0.0473842948316008
9,4,4,"y3",0.0563312531112705
9,4,4,"y4",-0.011733310688046
9,4,4,"y5",0.00672784357779788
9,5,1,"y1",0.0322215692582166
9,5,1,"y2",0.0237996572816875
9,5,1,"y3",-0.0112734040316593
9,5,1,"y4",0.0180273538153144
9,5,1,"y5",0.0227727848065171
9,5,2,"y1",0.051033216845191
9,5,2,"y2",-0.0633013220526294
9,5,2,"y3",0.0530173454490339
9,5,2,"y4",0.0294713270664382
9,5,2,"y5",0.00233175965332721
9,5,3,"y1",0.00921954309616813
9,5,3,"y2",0.011507205220319
9,5,3,"y3",0.0123471500810867
9,5,3,"y4",0.00119980963039046
9,5,3,"y5",0.0176447179955506
9,5,4,"y1",0.0101640320106947
9,5,4,"y2",0.0623730240044177
9,5,4,"y3",0.0206076709472177
9,5,4,"y4",-0.00631922083270342
9,5,4,"y5",-0.0308840609973949
9,6,1,"y1",0.0203251735272937
9,6,1,"y2",-0.000429760115818079
9,6,1,"y3",0.0127433579976906
9,6,1,"y4",0.0148691863933458
9,6,1,"y5",0.0107484926187543
9,6,2,"y1",-0.00472324812577363
9,6,2,"y2",0.0330886915506704
9,6,2,"y3",-0.00999034954142441
9,6,2,"y4",-0.000301027780584495
9,6,2,"y5",0.0239492830231929
9,6,3,"y1",-0.00897702191371164
9,6,3,"y2",0.00126222430686518
9,6,3,"y3",0.00823468929699889
9,6,3,"y4",-0.000571871009627523
9,6,3,"y5",-0.00113735240413337
9,6,4,"y1",0.0166034187307698
9,6,4,"y2",0.0151618015838665
9,6,4,"y3",-0.0141249820516959
9,6,4,"y4",-0.00174472468415043
9,6,4,"y5",0.00853033015089644
9,7,1,"y1",-0.00805411104488696
9,7,1,"y2",0.0071308940558158
9,7,1,"y3",0.0162545079309491
9,7,1,"y4",0.00992825728081304
9,7,1,"y5",-0.00171412353416922
9,7,2,"y1",0.0248508512731147
9,7,2,"y2",-0.00793411137610767
9,7,2,"y3",-0.0173866299780621
9,7,2,"y4",-0.0227670935281183
9,7,2,"y5",-0.035336377223262
9,7,3,"y1",0.00316364514764644
9,7,3,"y2",0.00182926808495643
9,7,3,"y3",-0.00544960618240031
9,7,3,"y4",0.0137717063126021
9,7,3,"y5",0.0015241873162477
9,7,4,"y1",0.00345738704275811
9,7,4,"y2",0.0170963392671053
9,7,4,"y3",0.0169752224577951
9,7,4,"y4",0.00468470254721032
9,7,4,"y5",0.00322455902661267
9,8,1,"y1",-0.00739457560252854
9,8,1,"y2",-0.00167462858084377
9,8,1,"y3",0.0162735834093383
9,8,1,"y4",-0.00342197112311382
9,8,1,"y5",-0.00866071127189072
9,8,2,"y1",-0.0177876916572774
9,8,2,"y2",0.00224399496138672
9,8,2,"y3",0.0255226297758904
9,8,2,"y4",-0.00877730795627085
9,8,2,"y5",0.0144603897029097
9,8,3,"y1",-0.00306428797888791
9,8,3,"y2",-0.00408492562713969
9,8,3,"y3",0.0031476370321728
9,8,3,"y4",0.0103540980453338
9,8,3,"y5",-0.000565578040775394
9,8,4,"y1",0.0199769302532521
9,8,4,"y2",0.0186331939891851
9,8,4,"y3",-0.0109208367455775
9,8,4,"y4",-0.0169117673339297
9,8,4,"y5",-0.00771654926842358
9,9,1,"y1",-0.00436953504184545
9,9,1,"y2",0.00281374968715375
9,9,1,"y3",-0.00593782163248147
9,9,1,"y4",-0.00327119080073945
9,9,1,"y5",0.0080852328424269
9,9,2,"y1",0.0264678335515289
9,9,2,"y2",-0.0171642069990777
9,9,2,"y3",-0.0400608981149259
9,9,2,"y4",-0.0140246692609616
9,9,2,"y5",-0.0204919841316362
9,9,3,"y1",0.0066674825274744
9,9,3,"y2",-0.00956547083080328
9,9,3,"y3",0.0123359282095743
9,9,3,"y4",0.00713122880656625
9,9,3,"y5",-0.0123545960255802
9,9,4,"y1",-0.00489975397586384
9,9,4,"y2",0.0118363601253105
9,9,4,"y3",0.0143163319104879
9,9,4,"y4",-0.00744701634057121
9,9,4,"y5",-0.00154123849680743
9,10,1,"y1",-0.00114857479333674
9,10,1,"y2",-0.00569132912877091
9,10,1,"y3",0.00430358982018431
9,10,1,"y4",0.0136840631333419
9,10,1,"y5",-0.00991346653591108
9,10,2,"y1",0
9,10,2,"y2",0.0093853327450546
9,10,2,"y3",0.0118147497896712
9,10,2,"y4",0.0159142747843446
9,10,2,"y5",0.0129259648171227
9,10,3,"y1",-0.0110376383321011
9,10,3,"y2",0.0112936304379063
9,10,3,"y3",-0.0267683040922581
9,10,3,"y4",-0.00146625530115185
9,10,3,"y5",0.00379577766148209
9,10,4,"y1",0.0028064993640029
9,10,4,"y2",-0.0248986732798178
9,10,4,"y3",-0.0279602776834728
9,10,4,"y4",-0.00966783520044501
9,10,4,"y5",0.00210642087688884
10,1,1,"y1",0.949239358214897
10,1,1,"y2",0.806138252316113
10,1,1,"y3",0.720117293699849
10,1,1,"y4",0.822716086752901
10,1,1,"y5",0.766418753201355
10,1,2,"y1",0.896817019510425
10,1,2,"y2",0.851698086162635
10,1,2,"y3",0.777965998801912
10,1,2,"y4",0.848403440989803
10,1,2,"y5",0.75879111980247
10,1,3,"y1",0.941545953282482
10,1,3,"y2",0.840764777000134
10,1,3,"y3",0.73250832652569
10,1,3,"y4",0.845220349513075
10,1,3,"y5",0.762245029336971
10,1,4,"y1",0.871142237056902
10,1,4,"y2",0.747205502904144
10,1,4,"y3",0.6263131491463
10,1,4,"y4",1
10,1,4,"y5",0.683008442529431
10,2,1,"y1",-0.048486909333619
10,2,1,"y2",0.0884281915827263
10,2,1,"y3",0.0667185846971947
10,2,1,"y4",0.0525616391560475
10,2,1,"y5",-0.0457918432225141
10,2,2,"y1",0.0513582605167552
10,2,2,"y2",-0.026174476229922
10,2,2,"y3",-0.0119279780636357
10,2,2,"y4",0.0173321484770923
10,2,2,"y5",0.00638991538253653
10,2,3,"y1",0.0278030459116791
10,2,3,"y2",0.0578816847976903
10,2,3,"y3",0.0257134773769121
10,2,3,"y4",-0.0187725871728055
10,2,3,"y5",-0.0354019139975088
10,2,4,"y1",0.036214084816647
10,2,4,"y2",0.0270085773461554
10,2,4,"y3",0.0517470194392036
10,2,4,"y4",0
10,2,4,"y5",-0.0195765995436336
10,3,1,"y1",0.00195382395881838
10,3,1,"y2",0.0582216834567274
10,3,1,"y3",-0.0121586806698573
10,3,1,"y4",-0.0213969850730054
10,3,1,"y5",-0.00337775064679746
10,3,2,"y1",-0.0131946480730967
10,3,2,"y2",0.0439453532927766
10,3,2,"y3",0.105326926326031
10,3,2,"y4",-0.00674472611779342
10,3,2,"y5",0.0298282961674453
10,3,3,"y1",0.00687607232865561
10,3,3,"y2",0.0193316781729278
10,3,3,"y3",0.0111278901570296
10,3,3,"y4",0.0196925742016547
10,3,3,"y5",0.0360512846647929
10,3,4,"y1",0.0338330695018071
10,3,4,"y2",0.0356143833772259
10,3,4,"y3",0.0279931497211686
10,3,4,"y4",-0.00869993349953091
10,3,4,"y5",0.020918881735206
10,4,1,"y1",0.0469301702057727
10,4,1,"y2",-0.00606921156347828
10,4,1,"y3",-0.00891842459304504
10,4,1,"y4",0.0128341720043343
10,4,1,"y5",0.0234217675655093
10,4,2,"y1",0.0038401049067065
10,4,2,"y2",0.0299252026695789
10,4,2,"y3",0.00731567808932465
10,4,2,"y4",-0.037622674447324
10,4,2,"y5",-0.0228810051635954
10,4,3,"y1",-0.00912622987906964
10,4,3,"y2",0.0287396446332101
10,4,3,"y3",0.0370943194265292
10,4,3,"y4",-0.00362526280916653
10,4,3,"y5",-0.00611191421090329
10,4,4,"y1",0.0172952596535756
10,4,4,"y2",0.0568485293473453
10,4,4,"y3",0.0475829067683485
10,4,4,"y4",-0.00364801628519684
10,4,4,"y5",0.0329571967073091
10,5,1,"y1",-0.0351557501565255
10,5,1,"y2",0.00725348694891392
10,5,1,"y3",-0.00218140909489262
10,5,1,"y4",-0.0573311274543621
10,5,1,"y5",-0.0268071838752735
10,5,2,"y1",0.0550611060081624
10,5,2,"y2",-0.03444473236557
10,5,2,"y3",-0.00672202703268276
10,5,2,"y4",0.0389976922043518
10,5,2,"y5",-0.0130958770053016
10,5,3,"y1",0.00603351010056308
10,5,3,"y2",3.16700353701904e-05
10,5,3,"y3",-0.0264273011974636
10,5,3,"y4",-0.0290222805131302
10,5,3,"y5",0.00932918522576909
10,5,4,"y1",0.00642144487980045
10,5,4,"y2",0.0168996488062879
10,5,4,"y3",0.0321871715675638
10,5,4,"y4",-0.00576721815319559
10,5,4,"y5",-0.0164849789115441
10,6,1,"y1",0.0448513129853017
10,6,1,"y2",-0.00106403025337898
10,6,1,"y3",0.010727612376315
10,6,1,"y4",0.0323918555638435
10,6,1,"y5",0.002822573958848
10,6,2,"y1",-0.0167982920003561
10,6,2,"y2",-0.000773957663118274
10,6,2,"y3",-0.00936186692678964
10,6,2,"y4",-0.0183379160433566
10,6,2,"y5",0.0117151149478453
10,6,3,"y1",0.00690690136965233
10,6,3,"y2",-0.000162820089673277
10,6,3,"y3",0.00499725296824816
10,6,3,"y4",0.0178951093969049
10,6,3,"y5",0.00830456087786202
10,6,4,"y1",0.0170075681551539
10,6,4,"y2",0.0109690482092875
10,6,4,"y3",0.0250343297415627
10,6,4,"y4",-0.00139071522438716
10,6,4,"y5",0.00255185988429429
10,7,1,"y1",-0.0211348278665674
10,7,1,"y2",-0.0451058131272111
10,7,1,"y3",-0.00510473649649701
10,7,1,"y4",-0.00421173377457273
10,7,1,"y5",-0.0101352866111321
10,7,2,"y1",0.0194633823345411
10,7,2,"y2",-0.0206424074352208
10,7,2,"y3",-0.0172430128636208
10,7,2,"y4",0.00989191296507086
10,7,2,"y5",-0.00847002297107247
10,7,3,"y1",0.00774144339663818
10,7,3,"y2",0.0119502551213793
10,7,3,"y3",0.00373540025237984
10,7,3,"y4",0.0115209815701066
10,7,3,"y5",0.0109471825276635
10,7,4,"y1",0.0101946254022636
10,7,4,"y2",0.0154072420380165
10,7,4,"y3",0.00690042158086435
10,7,4,"y4",-0.00565113836669962
10,7,4,"y5",0.00905925484778236
10,8,1,"y1",0.0220760146294395
10,8,1,"y2",0.0173802188414236
10,8,1,"y3",0.0103051226319439
10,8,1,"y4",0.00891560767934996
10,8,1,"y5",0.00547246984243555
10,8,2,"y1",0.00177188016687746
10,8,2,"y2",0.000681860311884663
10,8,2,"y3",-0.00135920171950099
10,8,2,"y4",0.00519794307522559
10,8,2,"y5",-0.000206927480258967
10,8,3,"y1",-0.00522464984300963
10,8,3,"y2",0.00146800805790182
10,8,3,"y3",0.00319785387375682
10,8,3,"y4",-0.00373330088041646
10,8,3,"y5",-0.00472168822661445
10,8,4,"y1",-0.00656672197733665
10,8,4,"y2",-0.0122291336006126
10,8,4,"y3",-0.00554841560155039
10,8,4,"y4",0.000374409901981787
10,8,4,"y5",0.0124662711479983
10,9,1,"y1",-0.0285997030423949
10,9,1,"y2",0.0183383238160517
10,9,1,"y3",0.00392511493588055
10,9,1,"y4",-0.032044644657065
10,9,1,"y5",-0.0124559256813227
10,9,2,"y1",-0.00194262056635686
10,9,2,"y2",0.0137538335001856
10,9,2,"y3",0.00128117563812102
10,9,2,"y4",-0.0132490889066532
10,9,2,"y5",-0.0211034914819925
10,9,3,"y1",-0.00252492709625141
10,9,3,"y2",0.00195954002892007
10,9,3,"y3",0.00098132049525701
10,9,3,"y4",0.0051236619653664
10,9,3,"y5",0.00141753790139787
10,9,4,"y1",0.00119533685848572
10,9,4,"y2",-0.00464218441720821
10,9,4,"y3",0.00598814654959268
10,9,4,"y4",0.000574532742845912
10,9,4,"y5",-0.00668863926757735
10,10,1,"y1",0.0144100941646912
10,10,1,"y2",0.00875408354750773
10,10,1,"y3",-0.00438467400589748
10,10,1,"y4",0.018443437732
10,10,1,"y5",-0.00399583911026324
10,10,2,"y1",-0.00139680716078094
10,10,2,"y2",-0.00651443883000868
10,10,2,"y3",0.000718208072659987
10,10,2,"y4",0.00932960308122133
10,10,2,"y5",0.00321206551126207
10,10,3,"y1",-0.00330457897202729
10,10,3,"y2",0.00414867794548912
10,10,3,"y3",0.00951510093777563
10,10,3,"y4",0.0177085199557169
10,10,3,"y5",0.00417071868185837
10,10,4,"y1",-0.00606853599570434
10,10,4,"y2",-0.0204589850273947
10,10,4,"y3",-0.0184134927091363
10,10,4,"y4",0.00993163598717639
10,10,4,"y5",0.00848078459445656
11,1,1,"y1",0.834748254582157
11,1,1,"y2",0.912629686593513
11,1,1,"y3",0.634901554828443
11,1,1,"y4",0.868245230049523
11,1,1,"y5",0.680399981319695
11,1,2,"y1",0.817530425017663
11,1,2,"y2",0.897936787436334
11,1,2,"y3",0.77159918823979
11,1,2,"y4",0.89280094122898
11,1,2,"y5",0.729788467074067
11,1,3,"y1",0.939642257400662
11,1,3,"y2",0.906583543010434
11,1,3,"y3",0.747007831382182
11,1,3,"y4",0.763352486706367
11,1,3,"y5",0.618705704184421
11,1,4,"y1",0.743274558208626
11,1,4,"y2",0.7542493737362
11,1,4,"y3",0.572597644841289
11,1,4,"y4",0.987455001644094
11,1,4,"y5",0.648547479652301
11,2,1,"y1",-0.0161698557618282
11,2,1,"y2",0.0195481917390553
11,2,1,"y3",0.0261968273296349
11,2,1,"y4",-0.0532685517952082
11,2,1,"y5",0.0377712981991978
11,2,2,"y1",-0.0275617386354255
11,2,2,"y2",0.0119525273964016
11,2,2,"y3",-0.0305794579122176
11,2,2,"y4",-0.107966095982517
11,2,2,"y5",-0.108465103434926
11,2,3,"y1",0.0191409580622613
11,2,3,"y2",0.00445981015826502
11,2,3,"y3",-0.00414194087524622
11,2,3,"y4",0.070130570349786
11,2,3,"y5",0.0666355774797337
11,2,4,"y1",0.0632216508265486
11,2,4,"y2",0.0515362020513264
11,2,4,"y3",0.0775096809506135
11,2,4,"y4",0.00947840024124191
11,2,4,"y5",0.0134440175159549
11,3,1,"y1",0.0414847529447434
11,3,1,"y2",0.0416221079434566
11,3,1,"y3",0.127535976090877
11,3,1,"y4",-0.0883015194756426
11,3,1,"y5",-0.0598948473961534
11,3,2,"y1",0.0950709449197661
11,3,2,"y2",0.0189757713940764
11,3,2,"y3",0.137596401395678
11,3,2,"y4",-0.00841588601897481
11,3,2,"y5",0.0288499943083829
11,3,3,"y1",0.00596079699875218
11,3,3,"y2",0.0303855563046982
11,3,3,"y3",0.026669164796517
11,3,3,"y4",-0.0143541480864926
11,3,3,"y5",0.033046285984854
11,3,4,"y1",0.0485680177886894
11,3,4,"y2",0.0174646171542623
11,3,4,"y3",0.0911265527855625
11,3,4,"y4",0.00271792625578005
11,3,4,"y5",0.0198849330084743
11,4,1,"y1",0.0234584056326944
11,4,1,"y2",-0.00545568975761568
11,4,1,"y3",0.0111647378594021
11,4,1,"y4",0.0383398884002483
11,4,1,"y5",0.0632881043382544
11,4,2,"y1",0.0278888895408667
11,4,2,"y2",0.0210468814961104
11,4,2,"y3",0.0474435956136318
11,4,2,"y4",0.0104847795296827
11,4,2,"y5",-0.0127496025600076
11,4,3,"y1",0.00922033196941929
11,4,3,"y2",0.0322007939850925
11,4,3,"y3",0.036400262879295
11,4,3,"y4",0.00282029030175557
11,4,3,"y5",-0.0170460843631481
11,4,4,"y1",0.0564289057151226
11,4,4,"y2",0.05685844951493
11,4,4,"y3",0.0394673658642469
11,4,4,"y4",-0.0183806665340736
11,4,4,"y5",0.0267591014201298
11,5,1,"y1",0.0236188280125158
11,5,1,"y2",0.0244065419981535
11,5,1,"y3",0.00448726639839192
11,5,1,"y4",0.0129460471628348
11,5,1,"y5",-0.0195477187474269
11,5,2,"y1",-0.00125616873158874
11,5,2,"y2",-0.00718522524246079
11,5,2,"y3",-0.0285349656469595
11,5,2,"y4",-0.00563407646664371
11,5,2,"y5",-0.00749245870542714
11,5,3,"y1",-0.0216986944467924
11,5,3,"y2",0.0096308708826266
11,5,3,"y3",-0.0158777831222897
11,5,3,"y4",-0.0114032945146363
11,5,3,"y5",-0.0207920531076154
11,5,4,"y1",0.00256874847409627
11,5,4,"y2",0.0279746343807661
11,5,4,"y3",0.0355747422895766
11,5,4,"y4",-0.00281110070430401
11,5,4,"y5",0.0161425233013992
11,6,1,"y1",0.0300817737968875
11,6,1,"y2",0.00104109132679642
11,6,1,"y3",0.0172824498463253
11,6,1,"y4",-0.00856963352308426
11,6,1,"y5",-0.0251910683537584
11,6,2,"y1",0.0592952805251288
11,6,2,"y2",0.0320629017516464
11,6,2,"y3",0.0291304506394712
11,6,2,"y4",0.0172439144385983
11,6,2,"y5",0.00927081688514764
11,6,3,"y1",-0.0163992087722167
11,6,3,"y2",0.00640283543032794
11,6,3,"y3",0.0162147460567079
11,6,3,"y4",-0.0157165754194385
11,6,3,"y5",0.000438248960991316
11,6,4,"y1",0.00666719937880744
11,6,4,"y2",0.00513883965515316
11,6,4,"y3",0.00368030659856222
11,6,4,"y4",-0.00896018318751446
11,6,4,"y5",-0.0141686751971378
11,7,1,"y1",-0.00260859574758265
11,7,1,"y2",0.0025563932404693
11,7,1,"y3",-0.00621774254714536
11,7,1,"y4",0.0173467732982856
11,7,1,"y5",0.00972541584144215
11,7,2,"y1",-0.00543259065623669
11,7,2,"y2",-0.0088232034698803
11,7,2,"y3",0.00247869827878966
11,7,2,"y4",0.0315994320089464
11,7,2,"y5",-0.00760781497480112
11,7,3,"y1",0.0069826087267576
11,7,3,"y2",-0.00280308707607235
11,7,3,"y3",0.00274428812874195
11,7,3,"y4",0.00444738684272294
11,7,3,"y5",0.000493126030826851
11,7,4,"y1",0.00691023918196521
11,7,4,"y2",0.0103549054563401
11,7,4,"y3",0.00711363108984675
11,7,4,"y4",-0.00822799949890707
11,7,4,"y5",0.00774658092142544
11,8,1,"y1",-0.0116872695264226
11,8,1,"y2",0.000250424613396305
11,8,1,"y3",-0.0104917252620114
11,8,1,"y4",-0.00671869924107471
11,8,1,"y5",-0.0235275814857363
11,8,2,"y1",0.00284674474851576
11,8,2,"y2",-0.00595762064754213
11,8,2,"y3",-0.0214843603047433
11,8,2,"y4",-0.00834065513025672
11,8,2,"y5",-0.0187983267369425
11,8,3,"y1",0.000530794356105702
11,8,3,"y2",-0.00310246551908155
11,8,3,"y3",0.00126019425506851
11,8,3,"y4",0.00309262061072346
11,8,3,"y5",0.0121119274687714
11,8,4,"y1",0.00336451165518548
11,8,4,"y2",0.00807573615389823
11,8,4,"y3",0.00724156923735542
11,8,4,"y4",-0.00130148836619515
11,8,4,"y5",0.0094341938354171
11,9,1,"y1",0.00647405493839526
11,9,1,"y2",0.00340125230277522
11,9,1,"y3",0.0138378970764217
11,9,1,"y4",0.0084819576299191
11,9,1,"y5",0.00307400519204426
11,9,2,"y1",0.000580019263718867
11,9,2,"y2",0.0157268197263503
11,9,2,"y3",0.0218008950537134
11,9,2,"y4",-0.00474536394040781
11,9,2,"y5",0.00708786188621369
11,9,3,"y1",-0.0107683442317571
11,9,3,"y2",0.00733673890204212
11,9,3,"y3",0.0144510730877836
11,9,3,"y4",-0.00806885476547026
11,9,3,"y5",0.00210966663564649
11,9,4,"y1",-7.93451558050995e-05
11,9,4,"y2",0.00649389492449026
11,9,4,"y3",0.00631451755924073
11,9,4,"y4",0.000762620012278892
11,9,4,"y5",-0.00813561286811748
11,10,1,"y1",-0.0159854421470565
11,10,1,"y2",0
11,10,1,"y3",-0.00804392867793458
11,10,1,"y4",-0.00979058896554141
11,10,1,"y5",-0.00824624229507165
11,10,2,"y1",-0.00647892001109907
11,10,2,"y2",0.00726913942303975
11,10,2,"y3",0.00373124306310479
11,10,2,"y4",-0.0108547169315163
11,10,2,"y5",-0.00225818792432675
11,10,3,"y1",-0.00788657101504764
11,10,3,"y2",0.0013397089885655
11,10,3,"y3",-0.00230901496925262
11,10,3,"y4",-0.00433647812789228
11,10,3,"y5",-0.00237345512870957
11,10,4,"y1",0.00599960829744983
11,10,4,"y2",0.00518826726072796
11,10,4,"y3",0.00272647394566039
11,10,4,"y4",0.0018378821329571
11,10,4,"y5",0.014239326200822
12,1,1,"y1",0.838336803901394
12,1,1,"y2",0.947354929200397
12,1,1,"y3",0.815796415688712
12,1,1,"y4",0.753486459299499
12,1,1,"y5",0.614569995517106
12,1,2,"y1",0.78982649390273
12,1,2,"y2",0.92978163069025
12,1,2,"y3",0.801128892361012
12,1,2,"y4",0.750895870842363
12,1,2,"y5",0.642729762602553
12,1,3,"y1",0.955364778803464
12,1,3,"y2",0.850582954844765
12,1,3,"y3",0.783512706426564
12,1,3,"y4",0.637112468303683
12,1,3,"y5",0.604154654021624
12,1,4,"y1",0.738755628173195
12,1,4,"y2",0.857742223431532
12,1,4,"y3",0.617493351161726
12,1,4,"y4",0.969126691014793
12,1,4,"y5",0.651263306705126
12,2,1,"y1",0.0621296166246181
12,2,1,"y2",-0.0289113506125215
12,2,1,"y3",0.0168440700683671
12,2,1,"y4",0.0201471943946566
12,2,1,"y5",0.101140558534778
12,2,2,"y1",0.0251385478962753
12,2,2,"y2",-0.0492498271495478
12,2,2,"y3",0.0570754510927023
12,2,2,"y4",-0.0234576323840887
12,2,2,"y5",0.0733753919061787
12,2,3,"y1",0.0400694804940958
12,2,3,"y2",-0.0481991026009051
12,2,3,"y3",-0.0313374213626154
12,2,3,"y4",0.0731745147876384
12,2,3,"y5",0.035047743538196
12,2,4,"y1",0.0817792049852896
12,2,4,"y2",0.0087904403684268
12,2,4,"y3",0.0820100788857154
12,2,4,"y4",-0.00493060910359289
12,2,4,"y5",-0.0158634381795787
12,3,1,"y1",-0.033104011204433
12,3,1,"y2",0.0617864581901875
12,3,1,"y3",-0.0465410661975955
12,3,1,"y4",-0.0304150098966878
12,3,1,"y5",-0.137720313631327
12,3,2,"y1",0.130021542291833
12,3,2,"y2",-0.0141969660150997
12,3,2,"y3",-0.0145819023153683
